customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2277-AXSDC,Female,,,,32.0,,No,,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,No,,19.75,,No
,Female,0.0,No,No,11.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),20.05,237.7,No
0979-PHULV,Male,0.0,Yes,Yes,69.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,,Yes,Credit card (automatic),,7007.6,Yes
3067-SVMTC,Female,0.0,Yes,,68.0,Yes,No,DSL,Yes,No,No,Yes,No,,One year,No,Bank transfer (automatic),55.9,3848.8,
5495-GPSRW,Male,0.0,No,,20.0,Yes,,,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,,419.4,No
7606-BPHHN,Male,0.0,No,No,72.0,,No,No,No internet service,,No internet service,No internet service,,,Two year,Yes,Credit card (automatic),19.8,,No
4742-DRORA,Male,,Yes,Yes,60.0,Yes,Yes,Fiber optic,Yes,No,,No,,No,,,Bank transfer (automatic),95.4,5812,No
0111-KLBQG,Male,,,Yes,32.0,,No,Fiber optic,No,Yes,No,No,Yes,,Month-to-month,,,93.95,2861.45,No
4800-VHZKI,,,No,No,1.0,Yes,,,No internet service,No internet service,,,No internet service,No internet service,,,,19.9,19.9,Yes
,Male,0.0,No,No,1.0,,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,,,,19.6,Yes
0334-GDDSO,Male,1.0,,,3.0,Yes,Yes,Fiber optic,No,Yes,No,No,,No,Month-to-month,Yes,Electronic check,81.35,,Yes
4163-NCJAK,,0.0,Yes,No,46.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,Yes,,24.45,,
5233-AOZUF,Female,0.0,Yes,,29.0,,,Fiber optic,No,No,No,,No,No,Month-to-month,Yes,Electronic check,,,
5973-EJGDP,Male,,No,No,51.0,,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473,No
1996-DBMUS,,1.0,Yes,No,,,No,Fiber optic,No,No,No,,,No,Month-to-month,Yes,,70.65,,No
,Female,,,Yes,16.0,,No,Fiber optic,,Yes,No,No,No,,Month-to-month,,Bank transfer (automatic),73.25,1195.75,No
4686-GEFRM,Male,0.0,Yes,No,70.0,,Yes,Fiber optic,No,,Yes,Yes,,Yes,Two year,Yes,,98.7,6858.9,No
,Female,,Yes,Yes,,Yes,Yes,No,,No internet service,No internet service,No internet service,No internet service,,Two year,Yes,Mailed check,24.8,1024.7,
0578-SKVMF,Female,0.0,Yes,Yes,,,No,Fiber optic,No,Yes,No,No,No,Yes,,No,Electronic check,,1845.9,Yes
5564-NEMQO,Female,1.0,No,No,,Yes,No,Fiber optic,No,,,No,,No,Month-to-month,,,75.3,75.3,Yes
2233-FAGXV,,0.0,Yes,Yes,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,No
,,,No,No,7.0,,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,No
7663-ZTEGJ,Male,0.0,No,Yes,29.0,Yes,,Fiber optic,No,Yes,Yes,Yes,No,Yes,,,,,2830.45,No
3935-TBRZZ,Male,0.0,,Yes,44.0,Yes,Yes,No,No internet service,No internet service,No internet service,,,No internet service,,No,Mailed check,25.7,1110.5,No
8111-BKVDS,Female,0.0,No,No,,No,,,Yes,,Yes,No,No,No,,No,,,449.3,No
2055-SIFSS,Female,1.0,,,55.0,Yes,Yes,DSL,No,No,,No,No,No,Month-to-month,,Bank transfer (automatic),51.65,,No
2806-MLNTI,,1.0,Yes,No,52.0,Yes,,,,Yes,Yes,No,Yes,Yes,,,Bank transfer (automatic),105.1,,No
,Female,0.0,Yes,,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,,,858.6,No
4360-PNRQB,Male,,No,No,,Yes,Yes,Fiber optic,,No,,No,No,,Month-to-month,Yes,,,,No
,Female,,,No,68.0,,Yes,DSL,Yes,No,No,,,,One year,No,Bank transfer (automatic),,3975.7,No
9063-ZGTUY,Female,,,Yes,61.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,,Month-to-month,Yes,,19.4,1182.55,Yes
7781-HVGMK,Female,0.0,Yes,,72.0,No,No phone service,DSL,Yes,Yes,,Yes,Yes,Yes,,Yes,Credit card (automatic),65.2,,No
2181-UAESM,Male,0.0,No,No,2.0,Yes,No,,Yes,No,Yes,No,,No,,No,,53.45,,
2957-LOLHO,,0.0,No,No,,,No,,No,No,,,,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,Yes
6048-NJXHX,Male,,Yes,No,41.0,,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Electronic check,19.75,899.45,No
2320-SLKMB,Female,0.0,No,,26.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,No
,Male,0.0,Yes,No,36.0,Yes,No,No,,,No internet service,No internet service,,No internet service,,No,Bank transfer (automatic),20.85,720.05,No
4376-KFVRS,,0.0,,Yes,72.0,Yes,,Fiber optic,Yes,,Yes,Yes,,,Two year,Yes,Credit card (automatic),114.05,8468.2,No
5886-VLQVU,Male,0.0,,No,35.0,,Yes,Fiber optic,No,No,No,,No,,Month-to-month,Yes,Bank transfer (automatic),,3161.2,No
3577-AMVUX,,,No,No,1.0,Yes,No,DSL,No,,Yes,Yes,No,,Month-to-month,No,,55.05,55.05,No
0771-WLCLA,Female,0.0,,Yes,16.0,Yes,,,,,,,,Yes,,Yes,Electronic check,112.95,1882.55,No
5628-RKIFK,Female,,No,No,49.0,Yes,,Fiber optic,Yes,,No,,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,,No
0206-TBWLC,Female,,Yes,,54.0,Yes,Yes,Fiber optic,Yes,Yes,,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,No
2937-FTHUR,Female,0.0,No,Yes,18.0,Yes,Yes,DSL,Yes,No,No,No,,Yes,,No,,64.8,1166.7,No
1910-FMXJM,Female,,,,36.0,Yes,No,,No,No,,,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,
,,0.0,No,No,60.0,,Yes,Fiber optic,No,Yes,Yes,,Yes,,Month-to-month,,Electronic check,105.9,6396.45,Yes
,Female,,No,No,1.0,Yes,,,No,No,No,,No,No,Month-to-month,No,Mailed check,,,Yes
0732-OCQOC,,0.0,Yes,,52.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,,Bank transfer (automatic),25.05,1270.25,No
5168-MSWXT,Male,0.0,Yes,Yes,,Yes,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,,759.55,No
1090-ESELR,,0.0,,Yes,,Yes,No,Fiber optic,Yes,Yes,,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,,
8592-PLTMQ,Female,0.0,No,No,64.0,Yes,Yes,No,,,No internet service,,No internet service,,One year,,Mailed check,24.7,1642.75,No
5760-WRAHC,Female,,,No,22.0,Yes,No,,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,
8847-GEOOQ,Male,0.0,Yes,No,,No,,DSL,No,,Yes,,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,
0256-LTHVJ,,0.0,Yes,Yes,28.0,Yes,No,Fiber optic,No,No,,,,Yes,,,Electronic check,81.05,2227.1,Yes
,Female,,Yes,,61.0,Yes,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,,No,Mailed check,,1417.9,No
,Female,0.0,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,,104.15,2494.65,No
,,,Yes,Yes,28.0,Yes,No,,No,Yes,Yes,,,No,One year,No,Bank transfer (automatic),92.9,2768.35,No
0942-KOWSM,Female,0.0,Yes,Yes,,Yes,No,DSL,No,Yes,Yes,Yes,,Yes,Two year,No,Bank transfer (automatic),,2369.3,No
4237-CLSMM,Male,,Yes,No,2.0,,No,,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38,
1452-VOQCH,,0.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,,Yes,,,75.1,No
4719-UMSIY,,,No,Yes,,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,,100.9,No
6614-VBEGU,Female,,Yes,No,24.0,Yes,,DSL,No,Yes,No,,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No
0880-TKATG,,0.0,Yes,Yes,4.0,Yes,Yes,Fiber optic,No,No,,No,,Yes,Month-to-month,,Electronic check,101.15,385.9,Yes
3811-VBYBZ,Male,0.0,No,,7.0,,Yes,Fiber optic,No,Yes,,No,,Yes,Month-to-month,Yes,,99.8,673.25,Yes
1480-BKXGA,Male,,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,,Yes,Yes,Yes,Two year,,,116.05,8404.9,No
2996-XAUVF,,,No,No,70.0,No,,,No,,No,Yes,No,Yes,Two year,,Mailed check,40.05,,
9076-AXYIK,Male,1.0,,No,64.0,Yes,Yes,Fiber optic,No,No,,,Yes,Yes,Two year,No,Electronic check,,,
5968-XQIVE,Male,0.0,Yes,Yes,72.0,Yes,,Fiber optic,No,Yes,No,No,Yes,No,One year,,Electronic check,89.7,6588.95,No
,Female,0.0,No,Yes,44.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,,No
,Female,,Yes,Yes,13.0,Yes,No,DSL,,No,No,No,No,,Month-to-month,No,Electronic check,55.95,734.35,
4933-IKULF,Female,,No,No,,Yes,No,No,,,No internet service,No internet service,,No internet service,One year,No,Mailed check,20.65,330.6,No
3583-EKAPL,Male,0.0,No,,,Yes,No,,,No,,,No,Yes,,Yes,Electronic check,55.0,55,Yes
,,,Yes,No,,,No,DSL,,No,Yes,No,Yes,Yes,,Yes,Mailed check,70.05,564.4,No
,Male,,Yes,,,,No,,,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,,
9399-APLBT,Female,0.0,Yes,,1.0,,,Fiber optic,,Yes,No,No,No,,Month-to-month,Yes,Electronic check,74.7,74.7,Yes
,,0.0,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,,No,No,No,,Yes,Electronic check,80.25,1861.5,Yes
3780-DDGSE,Male,1.0,,Yes,35.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,,No
,Female,0.0,Yes,,,Yes,No,DSL,Yes,,Yes,Yes,Yes,,Month-to-month,Yes,Electronic check,75.7,554.05,No
,Male,,No,No,5.0,Yes,No,Fiber optic,,,No,,Yes,Yes,Month-to-month,,Electronic check,96.1,453.4,Yes
6227-HWPWX,Female,0.0,No,Yes,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,,69.0,994.8,Yes
,Male,0.0,Yes,Yes,11.0,,,,No internet service,,No internet service,No internet service,,No internet service,Two year,No,Mailed check,19.65,225.75,
0447-BEMNG,Female,0.0,Yes,No,48.0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,,45.3,2145,Yes
4612-SSVHJ,,1.0,No,No,20.0,Yes,No,,,No,,,,Yes,Month-to-month,Yes,Electronic check,81.45,1671.6,No
5168-MQQCA,Female,,Yes,,72.0,,Yes,Fiber optic,No,Yes,Yes,,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,No
5949-XIKAE,Female,0.0,,,8.0,,No,Fiber optic,No,,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,
7971-HLVXI,Male,,Yes,Yes,,Yes,Yes,Fiber optic,No,,No,No,No,Yes,,Yes,,84.5,6130.85,No
,,0.0,No,,15.0,Yes,Yes,,,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415,No
3649-JPUGY,Male,0.0,No,,,Yes,,DSL,No,,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,,
4472-LVYGI,Female,0.0,Yes,Yes,0.0,No,No phone service,DSL,Yes,,Yes,Yes,Yes,No,Two year,,,52.55, ,No
8372-JUXUI,Male,0.0,No,,1.0,Yes,Yes,,,,No,No,,No,Month-to-month,,Electronic check,74.35,74.35,Yes
3552-CTCYF,Male,0.0,Yes,,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,,Yes,Two year,Yes,,104.8,6597.25,
6778-YSNIH,Female,0.0,No,No,,Yes,No,,No,Yes,No,,Yes,,Month-to-month,Yes,Electronic check,59.0,,No
0388-EOPEX,Female,0.0,,No,2.0,,No,,Yes,,No,,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,Yes
,Male,1.0,Yes,,61.0,Yes,Yes,DSL,No,Yes,No,No,,,,No,Bank transfer (automatic),64.05,3902.6,No
,,0.0,No,No,1.0,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,,,No,Mailed check,20.4,,No
8205-OTCHB,Male,0.0,No,,22.0,No,No phone service,DSL,No,Yes,Yes,No,No,,One year,Yes,Bank transfer (automatic),43.75,,Yes
4134-BSXLX,Male,0.0,Yes,No,28.0,Yes,,DSL,Yes,Yes,No,Yes,No,No,,No,,,1785.65,No
0505-SPOOW,,0.0,Yes,No,70.0,Yes,No,No,No internet service,,No internet service,No internet service,,,Two year,No,Bank transfer (automatic),,1397.65,No
,Female,,No,,5.0,No,No phone service,DSL,,Yes,No,No,No,No,Month-to-month,No,,,131.05,Yes
7783-YKGDV,Female,,No,No,12.0,Yes,Yes,Fiber optic,Yes,Yes,,,No,Yes,Month-to-month,,Bank transfer (automatic),99.7,1238.45,Yes
,Male,0.0,No,No,34.0,Yes,Yes,Fiber optic,,Yes,Yes,Yes,Yes,Yes,One year,No,,116.25,3899.05,No
4513-CXYIX,Female,,Yes,No,,Yes,Yes,,,No,No,No,,No,Two year,Yes,Credit card (automatic),80.7,5676,
,Female,0.0,,,,Yes,Yes,,Yes,,No,No,No,Yes,One year,No,Bank transfer (automatic),,4543.15,No
7803-XOCCZ,Female,,Yes,Yes,52.0,Yes,,Fiber optic,Yes,No,Yes,Yes,,No,,Yes,,84.05,4326.8,No
5736-YEJAX,Male,,No,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,No,,Yes,,79.45,5502.55,No
5609-CEBID,Female,,No,No,20.0,Yes,Yes,Fiber optic,,Yes,,No,No,Yes,,Yes,Electronic check,94.1,1782.4,Yes
8981-FJGLA,,,No,Yes,11.0,Yes,Yes,,,No,Yes,No,No,No,,Yes,Mailed check,,851.8,No
7218-HKQFK,Male,,Yes,,2.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,Yes
4636-QRJKY,,0.0,Yes,Yes,6.0,Yes,Yes,Fiber optic,No,No,No,,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,Yes
1135-LMECX,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,,19.85,19.85,No
,,1.0,Yes,Yes,20.0,,,Fiber optic,Yes,,,Yes,No,,One year,,Credit card (automatic),94.3,,No
8535-SFUTN,Male,0.0,No,,61.0,Yes,Yes,Fiber optic,Yes,No,,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,,
,Female,1.0,,,5.0,Yes,,Fiber optic,No,No,No,No,No,,Month-to-month,Yes,Electronic check,74.35,,Yes
,,0.0,No,No,56.0,Yes,Yes,,No,Yes,,Yes,Yes,,Month-to-month,,Bank transfer (automatic),,5916.95,No
2475-MROZF,Male,0.0,No,No,30.0,Yes,,Fiber optic,Yes,,Yes,,,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,No
,Male,,,No,,,,,No,No,Yes,,Yes,Yes,Month-to-month,,,104.8,4131.95,Yes
3482-ABPKK,,0.0,No,No,28.0,Yes,No,,Yes,No,No,Yes,No,,One year,,Mailed check,54.3,,No
,,1.0,Yes,,5.0,Yes,No,,,No,No,,No,No,Month-to-month,No,Electronic check,70.05,302.6,
,Female,1.0,,,27.0,,,,Yes,No,No,,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,
7531-GQHME,Male,0.0,,,12.0,,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,No,Credit card (automatic),,265.45,No
5174-ITUMV,,,Yes,Yes,67.0,,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Electronic check,105.4,,No
,Male,,Yes,,29.0,Yes,Yes,DSL,No,No,,,No,No,Month-to-month,Yes,Electronic check,51.6,,
0913-XWSCN,Male,0.0,Yes,Yes,55.0,Yes,Yes,Fiber optic,,No,No,,No,,Month-to-month,,Bank transfer (automatic),,4713.4,No
6825-UYPFK,Female,0.0,No,,23.0,,,Fiber optic,No,No,,,No,No,Month-to-month,,Bank transfer (automatic),75.6,,Yes
8397-MVTAZ,Male,0.0,,,34.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,,Month-to-month,Yes,,100.05,3480,
0750-EBAIU,Male,0.0,No,No,,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,
8606-CIQUL,,1.0,Yes,Yes,72.0,,Yes,Fiber optic,Yes,,Yes,,Yes,,Two year,Yes,Credit card (automatic),115.75,,No
3571-DPYUH,Male,0.0,Yes,Yes,58.0,Yes,Yes,Fiber optic,No,Yes,,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,No
7601-GNDYK,,,,Yes,35.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,,,Two year,No,,19.6,686.95,No
0356-OBMAC,Female,1.0,No,No,56.0,Yes,,Fiber optic,No,Yes,Yes,Yes,,No,Two year,Yes,,99.9,5706.3,No
8067-NIOYM,Female,0.0,Yes,Yes,,Yes,No,,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,Yes,Credit card (automatic),21.1,,No
1403-GYAFU,,0.0,Yes,Yes,70.0,,No,No,,No internet service,No internet service,No internet service,No internet service,,Two year,No,Credit card (automatic),20.05,1360.25,
4234-XTNEA,Male,,No,No,2.0,Yes,,,No,No,No,,Yes,No,Month-to-month,Yes,,,174.45,No
1297-VQDRP,Male,1.0,Yes,Yes,68.0,Yes,Yes,Fiber optic,No,No,,Yes,Yes,,One year,Yes,Credit card (automatic),107.15,7379.8,No
,,0.0,,No,1.0,Yes,,Fiber optic,,No,No,No,No,,,Yes,Electronic check,85.0,,Yes
5348-CAGXB,Male,0.0,No,No,12.0,Yes,Yes,Fiber optic,,No,Yes,No,Yes,No,Month-to-month,Yes,,89.55,,No
0621-HJWXJ,,0.0,,,63.0,Yes,Yes,Fiber optic,,Yes,,No,No,No,Month-to-month,Yes,,81.55,5029.05,
5844-QVTAT,Female,,Yes,Yes,33.0,Yes,No,,,Yes,,No,No,No,One year,,Mailed check,,1955.4,
8905-IAZPF,Female,0.0,Yes,,,Yes,No,Fiber optic,No,Yes,No,No,Yes,,One year,,Credit card (automatic),95.65,6744.2,No
5394-MEITZ,Female,,Yes,Yes,,Yes,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,,80.6,,No
6859-QNXIQ,Female,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,,Yes,Two year,,Bank transfer (automatic),113.1,8248.5,No
2782-LFZVW,Female,0.0,No,No,,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,,58.95,,
2866-IKBTM,Female,0.0,No,,1.0,Yes,,No,No internet service,,No internet service,No internet service,No internet service,No internet service,,No,Mailed check,19.55,19.55,No
1342-JPNKI,,0.0,No,No,,Yes,Yes,Fiber optic,No,No,,,Yes,,Month-to-month,Yes,Bank transfer (automatic),86.05,,Yes
2817-NTQDO,Male,0.0,,No,,,,,,No,,,Yes,No,Month-to-month,Yes,Credit card (automatic),,,Yes
,Male,0.0,Yes,,34.0,,,Fiber optic,No,No,No,No,No,Yes,One year,,Bank transfer (automatic),78.95,2647.2,
6986-IJDHX,Male,0.0,,Yes,39.0,Yes,,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266,
2560-PPCHE,,0.0,No,No,65.0,,,Fiber optic,,Yes,No,,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,No
4676-MQUEA,Male,1.0,,No,50.0,,,Fiber optic,Yes,Yes,Yes,No,,No,One year,,Bank transfer (automatic),101.9,5265.5,
8138-EALND,,0.0,No,No,,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,311.6,
3580-HYCSP,,,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,,Yes,,Yes,Yes,,Yes,Bank transfer (automatic),110.3,,No
1352-HNSAW,Female,0.0,Yes,Yes,72.0,,Yes,,Yes,Yes,,,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,No
2075-PUEPR,Male,0.0,,Yes,55.0,Yes,,,No internet service,No internet service,No internet service,,No internet service,,,No,,,,No
1982-FEBTD,Female,0.0,Yes,Yes,23.0,,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),,514.75,
5301-GAUUY,Male,0.0,No,No,32.0,,Yes,Fiber optic,No,Yes,No,No,No,,Month-to-month,Yes,,80.35,,Yes
,Female,0.0,Yes,,56.0,Yes,Yes,DSL,Yes,No,Yes,,No,Yes,,Yes,Bank transfer (automatic),68.75,3808,No
2654-VBVPB,Female,0.0,,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,,,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,19.9,
,Male,,No,No,,Yes,No,DSL,,Yes,,Yes,Yes,,One year,No,,,2708.2,
2501-XWWTZ,Male,0.0,No,No,11.0,,,Fiber optic,No,No,,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,No
3716-UVSPD,Male,0.0,No,No,1.0,Yes,,DSL,No,No,No,,No,No,Month-to-month,Yes,,49.3,49.3,
6815-ABQFQ,Male,0.0,,No,56.0,Yes,,Fiber optic,No,Yes,,,Yes,Yes,One year,Yes,,107.25,6033.3,No
,,0.0,Yes,No,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.6,89.05,No
,,0.0,Yes,,7.0,,,,Yes,No,,No,,Yes,Month-to-month,,Credit card (automatic),69.7,516.15,No
6103-LIANB,Male,0.0,Yes,Yes,59.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,,No
7319-VENRZ,Male,0.0,No,No,7.0,Yes,No,,No,No,Yes,,Yes,No,Month-to-month,,,64.3,445.95,No
5846-NEQVZ,Male,0.0,Yes,Yes,71.0,Yes,,DSL,Yes,,Yes,Yes,,,,Yes,Credit card (automatic),70.85,4973.4,
6967-QIQRV,Male,,Yes,,,Yes,No,Fiber optic,Yes,No,,,Yes,,One year,,Electronic check,101.9,1667.25,No
5781-RFZRP,Male,0.0,Yes,,71.0,,Yes,,Yes,,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,,No
0939-YAPAF,Female,0.0,No,No,35.0,Yes,,,No,No,Yes,,Yes,Yes,Month-to-month,Yes,,100.25,3527.6,
0308-IVGOK,,0.0,,No,,No,No phone service,DSL,,Yes,,Yes,No,No,One year,Yes,Credit card (automatic),40.4,,No
7293-LSCDV,,,Yes,Yes,60.0,Yes,No,,No internet service,No internet service,,No internet service,No internet service,No internet service,Two year,Yes,,19.25,1103.25,No
7025-WCBNE,,1.0,,No,47.0,Yes,Yes,DSL,,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),,2754,
5756-JYOJT,Female,,,No,,Yes,,,No,No,Yes,,No,Yes,One year,No,,64.9,697.25,
4710-FDUIZ,,,,,56.0,Yes,,Fiber optic,No,Yes,No,No,Yes,Yes,One year,,,,5614.45,Yes
,,1.0,,,28.0,,Yes,Fiber optic,,Yes,,Yes,Yes,Yes,,Yes,Electronic check,110.85,3204.4,
9548-LIGTA,Male,0.0,Yes,No,61.0,Yes,No,DSL,Yes,Yes,No,Yes,,,Two year,Yes,Mailed check,81.05,4747.65,No
5150-LJNSR,Male,0.0,Yes,Yes,31.0,,,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,,98.05,3082.1,No
,Male,0.0,,,9.0,Yes,No,Fiber optic,No,No,No,,,No,Month-to-month,Yes,,70.5,,
6522-YRBXD,Male,1.0,Yes,No,,Yes,,Fiber optic,Yes,Yes,No,,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,
,,0.0,No,No,,Yes,,No,,,No internet service,No internet service,,No internet service,Month-to-month,Yes,Mailed check,19.65,,No
1218-VKFPE,Female,0.0,,Yes,12.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,Yes
3627-FHKBK,Female,0.0,,No,1.0,Yes,No,,Yes,No,,No,No,,Month-to-month,No,,,75.3,Yes
2865-TCHJW,Female,,No,No,,Yes,,Fiber optic,,No,Yes,,Yes,,Month-to-month,Yes,Electronic check,,346.2,
1423-BMPBQ,Female,0.0,Yes,,1.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,,,Yes,Mailed check,19.0,19,No
2393-DIVAI,Female,0.0,,No,,,No,No,No internet service,,,No internet service,No internet service,,Month-to-month,,,,61.7,No
5192-EBGOV,,,,No,1.0,Yes,Yes,Fiber optic,No,No,,,Yes,No,,Yes,,85.7,85.7,Yes
4568-KNYWR,Male,0.0,,No,52.0,Yes,No,DSL,Yes,,No,No,Yes,,Two year,Yes,Credit card (automatic),63.25,3342.45,
8752-IMQOS,Male,,Yes,Yes,5.0,Yes,No,No,No internet service,No internet service,,,No internet service,No internet service,,No,,20.1,85.1,No
0742-LAFQK,Male,0.0,Yes,No,,,Yes,Fiber optic,Yes,,Yes,No,No,,Two year,Yes,Electronic check,99.15,7422.1,No
0795-LAFGP,Male,0.0,,Yes,71.0,Yes,Yes,DSL,Yes,,Yes,Yes,Yes,Yes,,No,Electronic check,90.4,6668.05,
,,0.0,,No,,,Yes,Fiber optic,,No,Yes,,,Yes,Two year,Yes,Credit card (automatic),111.9,,
5512-IDZEI,,0.0,Yes,,46.0,Yes,Yes,,No internet service,No internet service,,No internet service,No internet service,,One year,No,Electronic check,,1174.8,No
,,0.0,Yes,Yes,63.0,Yes,Yes,,Yes,Yes,,,Yes,,Two year,No,,83.5,5435,No
,,,No,No,30.0,,,,,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),,2438.6,
9244-ZVAPM,Male,,No,,1.0,Yes,No,DSL,,No,No,No,,No,,No,Mailed check,,45.6,No
,Female,,No,No,12.0,Yes,Yes,,Yes,,,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,
8208-EUMTE,Male,,,No,16.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,,Two year,No,,54.85,916.15,No
5172-MIGPM,,0.0,No,,,,Yes,DSL,,No,No,,No,Yes,Month-to-month,No,Mailed check,65.55,237.2,No
