Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
HR Specialist,95265.0,,High School,,0.83,0.31,Medium,0.12,0.45,0.82,0.77,,0.15,0.39,0.88,0.09,
Data Scientist,35725.0,9.0,Master's,0.47,0.63,0.33,Medium,,0.26,0.28,0.65,,0.08,0.19,0.87,0.63,0.73
Security Guard,33573.0,,Bachelor's,0.21,0.54,0.82,High,0.57,0.9,0.88,0.42,0.42,0.16,0.26,,0.14,0.97
Retail Worker,,19.0,Bachelor's,0.9,1.18,,High,,0.83,0.88,0.64,0.89,0.54,0.28,0.88,0.54,0.91
Retail Worker,58672.0,12.0,Bachelor's,0.4,1.45,0.76,High,,,0.88,0.56,0.65,0.87,0.78,0.63,,0.69
Software Engineer,,,Master's,0.06,0.64,0.48,Medium,0.38,0.78,,0.98,0.32,0.43,,,0.06,
Teacher,69215.0,7.0,Master's,0.19,0.74,0.25,Low,0.09,0.44,0.02,,,0.09,0.89,0.91,0.1,0.99
Research Scientist,,5.0,Master's,0.08,0.51,0.15,Low,0.63,,0.84,0.72,0.35,0.73,0.94,0.09,0.31,0.46
Nurse,,9.0,High School,0.54,0.8,,Low,0.65,0.58,0.11,0.48,0.36,0.49,0.92,,0.01,0.44
HR Specialist,34286.0,3.0,PhD,0.82,0.75,0.47,Medium,0.65,0.16,0.74,0.69,0.54,0.57,0.11,0.44,,0.31
Customer Support,,11.0,Master's,0.57,1.24,0.84,High,0.19,0.59,0.76,0.14,,0.56,0.0,0.52,0.4,0.3
Doctor,102944.0,,High School,,1.26,0.26,Low,,0.91,0.11,0.46,,0.51,0.92,,0.64,0.64
Doctor,92845.0,22.0,High School,0.24,,0.1,Low,0.58,0.48,0.52,0.13,0.52,0.05,0.88,0.34,0.86,0.7
Doctor,145429.0,14.0,Bachelor's,0.17,0.52,0.1,Low,0.54,0.48,0.5,0.25,0.69,,0.36,,0.64,0.71
Teacher,144621.0,5.0,High School,0.0,1.37,0.26,Low,,0.37,0.66,0.65,0.86,,0.43,,0.39,0.02
Construction Worker,110174.0,4.0,Bachelor's,0.53,1.35,0.71,High,0.23,0.26,0.39,0.8,,0.2,0.06,0.08,0.76,0.44
HR Specialist,95951.0,,High School,0.68,0.64,0.36,Medium,0.76,0.72,0.38,0.08,0.01,0.29,0.01,0.23,0.42,0.12
Financial Analyst,132255.0,20.0,Bachelor's,0.92,0.61,0.38,Medium,0.99,0.02,0.51,0.52,0.26,,,0.45,0.75,
Teacher,77052.0,22.0,High School,0.05,1.24,0.14,Low,0.22,0.95,0.77,0.96,0.26,0.84,0.61,0.98,0.95,0.97
Truck Driver,98324.0,21.0,PhD,0.01,1.24,,High,,0.98,0.04,0.57,,,0.23,0.06,,0.66
Software Engineer,,15.0,Bachelor's,0.03,1.47,0.56,Medium,0.52,0.27,0.66,,0.7,0.68,0.09,0.91,0.49,0.39
Data Scientist,106489.0,11.0,High School,0.44,1.22,0.56,Medium,,0.99,,0.39,0.92,,0.71,0.85,0.24,0.17
Chef,,,PhD,,,0.42,Medium,0.29,0.3,,0.95,0.33,0.41,0.77,0.43,0.93,
Customer Support,105477.0,,Bachelor's,,0.93,,High,0.18,1.0,0.75,,0.83,0.55,0.32,,0.75,0.5
Graphic Designer,128103.0,21.0,Bachelor's,,1.29,,Medium,,0.84,0.72,0.9,,,0.46,0.3,0.73,0.91
Lawyer,58401.0,4.0,High School,0.94,1.02,0.51,Medium,0.6,0.27,,0.55,0.94,0.64,0.33,0.01,0.98,0.49
Security Guard,109870.0,14.0,Master's,0.55,1.11,0.88,High,0.32,0.7,0.53,0.67,0.84,0.18,0.61,0.05,,0.67
AI Engineer,93560.0,,PhD,0.6,0.72,,Low,0.13,0.25,0.82,0.64,0.95,0.05,0.79,,,0.73
Teacher,143114.0,15.0,High School,,1.19,0.16,Low,,0.47,0.9,0.38,0.4,0.61,0.75,0.73,0.02,
HR Specialist,,7.0,Master's,0.52,1.06,0.59,Medium,0.83,0.65,0.56,0.37,0.14,0.96,0.46,0.57,0.75,0.07
Chef,30125.0,14.0,PhD,0.8,1.27,0.31,Medium,0.53,0.05,0.55,0.72,0.12,0.69,,,0.53,0.34
Software Engineer,,15.0,Master's,0.9,0.95,0.46,Medium,0.04,0.36,0.85,0.76,0.22,0.41,0.2,0.95,0.6,0.75
Chef,40736.0,25.0,Bachelor's,0.87,,,Medium,0.98,0.87,0.38,0.84,0.74,0.79,,0.65,0.03,0.85
Lawyer,,25.0,High School,0.66,1.01,0.59,Medium,0.33,0.63,,0.14,0.14,0.72,,0.89,,0.04
Data Scientist,48050.0,29.0,Bachelor's,,,0.57,Medium,0.52,,0.04,0.37,,0.1,0.23,0.19,0.97,0.29
Doctor,38338.0,20.0,PhD,0.83,0.92,,Low,0.44,0.42,0.33,,0.88,0.16,0.18,,0.34,0.42
HR Specialist,,22.0,High School,0.87,1.23,0.6,Medium,1.0,0.8,0.83,0.95,0.15,0.5,0.58,0.33,,0.76
Data Scientist,147511.0,0.0,High School,1.0,0.76,0.59,Medium,,0.31,0.16,0.9,,0.82,0.55,0.22,0.34,0.38
Software Engineer,46791.0,4.0,Bachelor's,0.01,,0.69,Medium,1.0,0.48,,0.4,0.03,,0.95,0.01,0.55,0.08
UX Researcher,114300.0,16.0,Master's,0.09,,0.54,Medium,0.9,,0.97,0.51,0.64,0.58,0.48,0.85,0.64,0.8
Security Guard,105165.0,6.0,Bachelor's,0.41,0.66,0.83,High,0.29,0.21,0.59,0.92,0.84,0.18,,0.23,0.29,
Customer Support,68180.0,29.0,High School,0.17,0.56,0.77,High,0.58,0.88,0.12,0.41,0.27,0.01,0.79,0.81,0.22,0.15
Nurse,72019.0,16.0,Bachelor's,0.72,,,Low,0.78,0.58,0.29,0.73,0.59,0.01,0.9,0.55,0.87,0.88
Lawyer,117464.0,9.0,High School,0.51,,0.48,Medium,,,0.13,0.61,1.0,,0.79,0.77,0.35,
Construction Worker,100278.0,28.0,Master's,0.5,1.07,0.88,High,0.78,,0.15,,,0.34,0.57,0.05,0.51,0.37
UX Researcher,105073.0,,Master's,0.28,1.4,0.37,Medium,0.68,0.92,0.54,,0.12,0.49,0.46,0.01,0.44,0.37
UX Researcher,35922.0,,Bachelor's,1.0,,0.54,Medium,0.14,,0.36,0.87,0.17,0.22,0.35,,0.5,
Financial Analyst,99915.0,,High School,0.19,0.72,0.62,Medium,0.89,0.49,0.36,0.81,,0.04,0.35,0.68,0.57,
UX Researcher,143868.0,27.0,Master's,0.06,1.23,0.43,Medium,0.68,0.62,,0.85,0.71,0.89,0.28,0.35,,0.97
Mechanic,30318.0,10.0,Bachelor's,,0.95,0.52,Medium,0.8,0.73,0.96,,0.3,0.64,0.67,1.0,0.14,0.19
Lawyer,144148.0,19.0,PhD,0.59,,0.56,Medium,,0.43,,0.91,0.57,,,0.53,0.15,0.61
Financial Analyst,68790.0,,PhD,0.65,,0.43,Medium,0.93,0.87,0.47,0.35,0.71,,,0.31,0.43,0.26
Financial Analyst,,6.0,Bachelor's,0.01,1.13,0.55,Medium,0.19,0.94,0.41,0.03,0.22,0.69,,0.05,,0.52
Customer Support,,16.0,High School,,1.46,0.71,High,0.04,,0.64,0.72,0.1,0.07,0.16,0.43,0.11,0.45
Research Scientist,,,High School,0.0,0.61,0.14,Low,0.05,0.13,0.23,0.43,0.71,0.13,0.74,0.86,0.65,0.04
Research Scientist,74555.0,2.0,Bachelor's,0.66,1.48,,Low,0.4,0.62,0.89,0.83,0.48,,0.14,0.49,0.72,0.97
Retail Worker,110196.0,17.0,Master's,0.98,1.35,,High,0.78,0.19,0.56,0.07,0.35,0.23,,,0.75,0.52
Marketing Manager,133501.0,10.0,Bachelor's,0.19,1.22,0.43,Medium,0.33,,0.25,0.9,0.56,0.54,0.26,0.84,0.57,0.16
HR Specialist,60639.0,10.0,Bachelor's,0.2,0.56,,Medium,0.7,1.0,0.36,0.9,0.38,0.69,0.6,0.05,0.08,0.02
Retail Worker,94414.0,21.0,PhD,0.75,0.67,0.85,High,0.29,,,0.78,0.52,0.28,0.81,,0.29,0.18
Teacher,97963.0,,Bachelor's,0.69,1.15,,Low,0.1,,0.51,0.41,0.59,0.19,0.13,0.41,0.23,0.24
Research Scientist,,23.0,PhD,,0.98,0.22,Low,0.95,,0.83,,0.15,0.3,0.48,0.69,0.24,0.53
Truck Driver,71941.0,,High School,0.45,1.36,0.92,High,0.47,0.97,0.08,,0.38,0.6,0.63,,0.12,
Retail Worker,,1.0,PhD,0.87,,0.87,High,0.6,0.2,0.43,0.7,0.54,0.02,0.95,,0.26,0.62
Security Guard,,15.0,Master's,0.1,1.0,0.81,High,0.41,0.84,,0.06,0.07,0.04,0.41,0.72,0.2,0.65
Data Scientist,97500.0,23.0,Master's,0.26,,0.57,Medium,0.47,0.34,0.62,,0.43,0.39,0.46,0.08,0.55,0.33
Lawyer,129626.0,11.0,Bachelor's,0.47,,0.46,Medium,0.11,0.02,,0.92,0.21,,0.28,0.49,0.44,
Financial Analyst,95107.0,9.0,Bachelor's,0.13,0.55,0.61,Medium,0.67,0.5,0.47,,0.44,0.39,0.5,,0.69,
Security Guard,,,High School,,0.87,0.83,High,0.45,0.89,0.7,0.9,0.71,,,0.96,0.16,
Data Scientist,131471.0,4.0,Master's,0.98,0.92,0.38,Medium,0.52,0.65,,0.71,0.98,0.9,,,0.37,0.39
Data Scientist,,25.0,High School,0.76,0.87,,Medium,0.93,0.02,,0.71,,0.39,0.52,,,0.09
Security Guard,46029.0,,Master's,0.2,,0.75,High,,0.65,0.9,0.45,0.78,0.17,,0.52,0.6,0.63
AI Engineer,62380.0,2.0,Master's,,1.12,0.1,Low,0.22,0.07,0.75,0.51,0.24,0.56,0.35,0.84,0.53,0.03
HR Specialist,108966.0,4.0,Bachelor's,0.07,1.2,0.47,Medium,0.25,0.68,0.13,0.86,0.25,0.36,,0.0,0.47,0.89
Financial Analyst,142692.0,27.0,PhD,0.39,1.16,0.67,Medium,0.19,0.53,0.23,0.85,,0.8,0.94,,0.05,0.29
Customer Support,33518.0,6.0,PhD,0.89,,,High,0.77,0.86,0.7,0.04,0.16,0.07,0.01,0.31,0.39,0.24
Software Engineer,49098.0,,Master's,0.2,0.64,,Medium,,0.6,,0.12,0.6,,0.9,0.91,0.77,0.7
Construction Worker,130992.0,4.0,PhD,0.08,1.34,0.81,High,,0.85,0.62,0.18,0.21,,0.71,,0.95,0.71
Software Engineer,43950.0,2.0,PhD,,,0.67,Medium,0.25,0.83,0.31,0.27,,,0.66,0.04,0.8,0.83
Financial Analyst,96603.0,24.0,High School,0.19,0.62,,Medium,0.27,0.61,0.51,0.14,0.74,0.8,0.96,,0.34,0.19
Nurse,106831.0,23.0,Master's,0.32,1.48,0.07,Low,0.26,0.09,0.27,0.09,0.51,0.44,0.17,0.17,0.63,
Retail Worker,81850.0,22.0,High School,0.92,0.9,0.85,High,0.89,,0.82,0.91,0.17,0.89,0.12,0.28,0.81,0.9
Nurse,142697.0,16.0,PhD,,1.02,,Low,0.28,0.99,,0.21,,,0.69,0.23,0.77,
Marketing Manager,63158.0,,High School,0.7,0.64,0.54,Medium,0.8,,0.51,0.84,0.99,0.18,0.69,0.08,0.04,0.28
Truck Driver,43065.0,,PhD,0.55,0.77,0.73,High,0.92,,0.31,0.86,0.6,0.17,0.42,0.93,,0.07
Construction Worker,53115.0,,Master's,0.89,0.97,0.91,High,,0.34,0.9,0.43,0.79,,0.95,0.57,0.76,0.09
Financial Analyst,111462.0,0.0,Bachelor's,,1.38,0.32,Medium,0.3,0.44,0.17,0.73,0.18,,0.66,0.48,0.74,0.96
Retail Worker,,18.0,PhD,0.71,0.73,0.8,High,0.03,0.14,0.32,0.34,0.9,,0.97,0.6,0.24,0.33
Software Engineer,80262.0,17.0,High School,,1.17,0.51,Medium,0.39,0.15,0.02,,0.11,,0.11,0.72,0.39,0.07
AI Engineer,100529.0,,Bachelor's,0.58,0.74,0.27,Low,0.05,0.2,0.75,0.71,0.29,0.06,,,,0.52
Chef,72563.0,6.0,PhD,0.04,1.27,,Medium,0.43,0.74,,0.23,0.14,,0.67,,,0.75
Lawyer,122983.0,27.0,Master's,0.92,0.93,0.42,Medium,0.64,0.42,0.59,0.42,0.15,0.47,0.69,0.8,0.49,0.17
AI Engineer,,3.0,High School,0.79,0.91,0.22,Low,0.51,0.24,0.8,0.08,0.52,,0.07,0.5,,0.71
Graphic Designer,58385.0,3.0,High School,,,0.32,Medium,,0.12,0.95,0.86,0.02,0.78,,0.5,,0.68
Software Engineer,148297.0,29.0,Bachelor's,0.77,1.08,0.63,Medium,,0.3,0.12,0.73,0.98,0.12,,,0.78,0.95
Marketing Manager,35289.0,,High School,0.41,,0.35,Medium,0.89,0.39,0.56,0.53,0.62,,0.95,0.83,0.19,0.33
Construction Worker,35877.0,0.0,Master's,0.91,1.02,,High,0.98,0.6,0.88,1.0,0.85,0.66,0.85,,,
Data Scientist,52761.0,0.0,Master's,0.89,1.14,0.4,Medium,,0.97,0.86,0.02,,0.37,0.7,0.71,,0.89
Retail Worker,123758.0,18.0,Master's,0.64,0.89,,High,,0.4,,0.21,0.61,0.76,0.43,,0.06,0.59
Graphic Designer,,2.0,High School,,0.72,0.66,Medium,0.54,0.44,0.42,,,0.86,0.31,0.53,,0.83
UX Researcher,85652.0,,Master's,0.53,0.53,0.49,Medium,0.23,0.41,0.86,0.77,,0.98,0.9,,,0.9
Software Engineer,55286.0,23.0,PhD,0.28,1.28,0.57,Medium,0.6,0.19,0.22,,0.24,0.35,0.83,0.37,0.75,
Graphic Designer,104041.0,19.0,High School,0.98,0.74,0.64,Medium,0.62,0.82,,0.42,0.23,0.07,0.54,,,0.33
Doctor,140998.0,9.0,High School,0.77,0.78,0.05,Low,0.12,,0.84,,0.29,0.79,0.94,0.78,0.61,0.24
HR Specialist,122743.0,,Master's,0.23,,,Medium,,0.38,0.82,0.33,0.44,0.62,0.07,0.95,0.57,0.51
Nurse,64303.0,17.0,Bachelor's,0.87,1.02,0.28,Low,,0.11,,,0.46,0.33,0.4,0.82,0.59,1.0
AI Engineer,89977.0,3.0,Master's,,0.76,,Low,0.84,0.03,0.23,0.9,0.64,0.23,0.22,,0.89,0.26
Software Engineer,67133.0,,Bachelor's,0.83,,0.63,Medium,0.52,,0.33,0.16,0.71,0.54,0.85,0.08,0.84,0.29
Graphic Designer,70680.0,19.0,Master's,0.04,,0.59,Medium,,0.22,0.54,0.83,0.32,,,0.95,,0.0
Construction Worker,47013.0,16.0,High School,0.7,0.63,0.95,High,,0.5,,,0.24,0.29,0.12,0.76,0.6,0.61
Graphic Designer,139982.0,26.0,Bachelor's,0.65,,0.44,Medium,0.8,0.35,0.76,0.03,0.55,0.97,,0.28,0.44,
Lawyer,114935.0,22.0,PhD,0.6,0.68,0.36,Medium,0.0,,0.83,0.08,0.6,0.23,0.26,0.87,0.11,
Customer Support,,,PhD,0.19,0.95,0.94,High,,,0.85,0.94,0.28,,0.13,0.34,0.67,0.27
Doctor,114153.0,,High School,0.34,,0.19,Low,0.68,0.06,0.47,0.27,,0.36,0.1,0.04,0.27,0.18
Construction Worker,113110.0,11.0,High School,0.85,0.81,0.84,High,0.73,0.4,,0.23,0.88,0.82,0.09,0.22,0.77,
Truck Driver,108596.0,9.0,Bachelor's,0.21,,0.9,High,0.2,0.56,0.11,,0.66,0.33,0.66,0.24,0.72,0.36
Marketing Manager,,,PhD,0.14,0.86,0.49,Medium,,0.43,0.44,0.99,0.19,,0.55,0.41,0.63,0.85
Marketing Manager,,11.0,PhD,0.86,,0.56,Medium,0.33,0.39,0.57,0.48,0.38,,0.62,,0.32,0.2
Doctor,131433.0,10.0,High School,0.8,0.71,0.12,Low,0.24,0.88,0.77,0.07,,0.04,,0.92,0.86,0.78
Chef,148962.0,27.0,Bachelor's,0.32,1.38,0.56,Medium,,0.46,0.88,0.9,0.66,0.73,0.04,0.6,0.69,0.02
Construction Worker,104901.0,5.0,Master's,,0.74,0.91,High,0.67,0.58,0.84,0.29,0.79,0.31,0.79,0.45,0.12,0.38
Teacher,44133.0,27.0,Bachelor's,0.1,0.61,,Low,0.88,,0.85,,0.07,0.79,0.78,0.13,0.66,
Research Scientist,,11.0,High School,0.7,1.45,0.08,Low,0.04,0.97,0.08,0.39,0.65,0.88,0.25,0.03,,0.47
AI Engineer,66155.0,9.0,PhD,0.87,1.25,,Low,,0.69,0.98,,,1.0,0.53,0.84,0.15,0.67
UX Researcher,116070.0,24.0,PhD,0.53,,0.35,Medium,,0.35,0.71,0.18,0.11,0.39,0.46,0.63,0.71,
Nurse,,20.0,Bachelor's,0.53,0.87,,Low,0.58,0.82,0.04,0.0,,0.68,,0.66,0.95,0.25
AI Engineer,98500.0,6.0,Bachelor's,0.19,1.22,,Low,0.99,0.71,0.37,0.15,0.59,0.29,0.91,0.44,,0.59
Research Scientist,,19.0,PhD,0.56,0.56,0.2,Low,0.53,0.52,0.68,,0.46,0.44,0.46,0.98,,0.69
Research Scientist,109880.0,14.0,Master's,0.51,1.26,0.09,Low,0.76,0.07,,,0.19,0.77,0.17,0.8,0.47,0.68
Graphic Designer,,4.0,Master's,0.41,,0.65,Medium,0.16,0.63,0.92,0.67,0.2,0.15,0.25,,0.16,
Truck Driver,73781.0,,PhD,,,0.93,High,0.29,0.57,0.32,0.26,0.61,,0.09,0.28,,0.8
Teacher,126492.0,12.0,High School,0.08,0.88,,Low,0.34,0.71,,0.44,0.5,,,0.26,0.3,0.56
Marketing Manager,149635.0,,PhD,0.83,0.56,0.65,Medium,0.1,0.42,0.77,0.08,0.04,0.33,0.73,0.52,0.42,0.81
Doctor,99368.0,,Master's,0.79,,0.05,Low,0.17,0.74,0.75,0.97,0.19,0.12,,0.18,0.53,0.98
Security Guard,94344.0,,Bachelor's,0.52,1.17,,High,,,0.17,0.63,,0.06,0.27,,0.24,0.24
Graphic Designer,79223.0,1.0,High School,0.47,1.17,0.68,Medium,0.66,0.58,0.85,0.63,0.17,0.31,0.73,0.74,0.99,0.63
Construction Worker,68907.0,8.0,Bachelor's,0.05,1.07,,High,0.29,0.15,0.35,0.79,0.08,0.6,,0.44,0.97,0.2
Nurse,115733.0,8.0,Master's,0.43,,0.12,Low,0.54,0.95,,0.31,0.48,0.52,0.0,,1.0,0.29
Graphic Designer,80281.0,6.0,Bachelor's,0.0,1.1,0.48,Medium,0.53,0.54,0.18,0.77,0.56,,,0.01,0.73,0.38
Retail Worker,,12.0,Master's,0.29,,0.7,Medium,,0.71,,0.88,,0.56,0.68,,0.85,0.82
HR Specialist,,18.0,High School,0.54,1.41,,Medium,0.35,,0.36,,0.28,,0.87,0.35,,0.38
Doctor,,21.0,High School,0.99,1.33,,Low,,0.65,0.33,0.05,0.4,0.98,0.18,,,
Financial Analyst,,8.0,High School,0.3,1.41,0.46,Medium,0.21,0.55,0.79,0.02,0.51,0.77,,0.9,,
UX Researcher,127391.0,14.0,Bachelor's,0.18,1.18,0.5,Medium,0.11,,0.67,0.55,0.37,0.13,0.71,0.81,0.13,0.49
Lawyer,87635.0,16.0,Bachelor's,0.35,1.29,,Medium,0.21,0.0,0.37,,0.87,0.75,0.08,,,0.28
Graphic Designer,,14.0,Bachelor's,0.12,,,Medium,0.47,0.92,,0.29,0.85,0.12,,,0.34,0.33
AI Engineer,87392.0,,Master's,0.85,0.82,,Low,0.53,0.65,0.2,,0.65,0.63,0.9,,0.14,0.15
Security Guard,,0.0,Bachelor's,0.96,,0.8,High,,,1.0,0.43,0.93,0.43,0.93,0.34,0.76,0.95
Customer Support,,8.0,High School,0.68,0.6,0.82,High,0.89,0.24,0.79,,0.22,0.28,0.43,,0.91,
HR Specialist,48819.0,4.0,High School,0.3,1.19,0.47,Medium,0.23,,0.87,,0.37,,0.01,,0.37,0.19
Software Engineer,142255.0,29.0,Master's,0.07,0.67,0.31,Medium,0.34,,0.69,,,0.55,0.95,0.01,,0.29
AI Engineer,128664.0,,High School,0.89,1.12,0.15,Low,0.67,,0.46,0.51,0.1,0.03,0.75,0.53,0.33,
AI Engineer,33347.0,,Bachelor's,0.38,0.6,,Low,0.65,0.01,0.33,0.39,0.46,0.3,0.67,0.94,0.91,0.66
UX Researcher,105618.0,1.0,Master's,0.83,1.34,0.63,Medium,,0.03,0.98,0.96,,0.99,,0.52,,0.59
Software Engineer,135309.0,5.0,PhD,,0.99,0.63,Medium,0.81,0.07,,0.66,0.26,,0.14,0.4,0.1,0.28
Nurse,,19.0,Bachelor's,0.97,0.9,,Low,0.97,0.91,,0.78,,0.09,0.88,0.03,0.97,0.67
Customer Support,145269.0,,PhD,,1.22,0.84,High,,0.42,0.07,0.31,,0.01,0.01,0.33,0.73,0.62
Customer Support,47060.0,,Bachelor's,0.6,,,High,0.52,0.37,0.12,,0.35,,0.86,0.38,0.71,0.81
Customer Support,,25.0,Bachelor's,0.9,0.57,0.93,High,,0.34,0.61,0.91,0.26,0.76,,,0.48,0.48
Retail Worker,98140.0,5.0,Master's,0.78,1.43,0.88,High,0.97,0.05,0.04,0.89,0.9,0.11,0.36,0.84,0.13,0.27
Retail Worker,,25.0,Master's,,,0.89,High,0.34,0.66,0.11,0.99,0.48,0.64,0.88,0.0,0.98,0.36
Customer Support,122965.0,,Master's,0.15,1.36,0.92,High,0.02,0.06,,,0.62,0.62,0.87,0.57,,0.97
Retail Worker,138204.0,22.0,Bachelor's,0.26,0.58,,High,0.71,,0.7,0.4,0.97,0.28,0.71,0.63,0.01,0.89
Graphic Designer,138500.0,,Bachelor's,0.66,1.28,0.55,Medium,0.1,0.98,0.24,0.63,0.8,0.94,0.6,0.26,0.84,0.16
Truck Driver,49728.0,6.0,Bachelor's,,1.08,0.72,High,0.58,0.15,0.03,,,0.76,0.6,0.21,0.74,0.41
Lawyer,79108.0,13.0,High School,0.42,1.08,0.33,Medium,,0.66,0.52,0.16,0.54,0.91,0.02,0.64,0.07,0.01
Marketing Manager,114724.0,20.0,High School,0.42,1.3,,Medium,,0.41,0.23,0.51,0.8,0.83,,0.34,0.79,0.21
Marketing Manager,123566.0,10.0,High School,0.95,0.51,0.48,Medium,0.65,0.7,0.18,0.97,0.62,0.16,,0.78,0.08,0.14
Truck Driver,33984.0,0.0,Bachelor's,0.6,1.19,0.8,High,0.77,0.97,0.27,0.7,,0.69,0.68,0.22,0.54,0.56
Chef,140839.0,16.0,High School,1.0,0.53,0.33,Medium,0.08,0.74,0.14,0.62,,0.46,0.22,0.87,0.59,
Marketing Manager,78481.0,1.0,High School,0.12,0.67,,Medium,0.73,0.05,,0.41,,,0.84,0.06,,0.31
Financial Analyst,,10.0,Bachelor's,0.51,,0.42,Medium,0.93,0.31,,0.47,0.56,0.81,0.19,0.87,0.76,0.72
Research Scientist,84034.0,26.0,Master's,0.02,1.09,0.27,Low,0.58,0.21,0.09,0.7,0.72,0.17,0.03,0.41,0.58,0.71
Mechanic,66419.0,,Master's,0.35,0.87,0.38,Medium,0.96,0.46,0.57,,0.25,0.81,0.03,0.69,0.59,
Graphic Designer,79357.0,,High School,0.66,0.81,0.41,Medium,0.06,0.77,0.88,,,0.53,0.24,0.17,0.82,
Nurse,99064.0,7.0,Bachelor's,,1.36,,Low,0.33,0.22,0.46,0.18,0.88,0.34,0.58,0.59,0.51,0.16
HR Specialist,44280.0,2.0,Bachelor's,0.17,1.25,0.62,Medium,0.15,,0.49,,0.64,0.5,0.14,0.75,,0.12
Construction Worker,49691.0,26.0,Master's,0.7,1.05,,High,0.35,,0.48,,0.0,,0.8,0.01,0.01,0.61
Data Scientist,95234.0,4.0,Bachelor's,0.78,1.28,0.44,Medium,,,0.31,0.34,0.17,0.34,0.59,,0.32,0.75
Graphic Designer,,2.0,High School,0.41,1.0,0.63,Medium,0.82,0.8,0.1,,,0.12,0.95,0.82,0.55,0.87
HR Specialist,95609.0,26.0,High School,0.61,1.11,0.6,Medium,,0.17,,0.34,0.14,0.31,0.36,0.97,0.7,0.53
Marketing Manager,,20.0,PhD,0.9,1.01,0.66,Medium,,0.23,0.23,,0.5,0.66,0.69,0.02,0.05,
Financial Analyst,,18.0,Master's,,1.05,0.53,Medium,0.3,0.64,,1.0,0.84,0.56,0.19,0.68,,0.21
Truck Driver,90891.0,22.0,Bachelor's,0.15,,0.8,High,,0.87,0.56,0.33,0.34,0.29,0.46,0.34,,0.77
Data Scientist,127976.0,9.0,High School,0.29,1.03,0.64,Medium,0.07,0.08,,0.64,0.21,0.75,0.65,0.92,0.17,
Security Guard,,,Master's,0.57,1.05,0.8,High,0.84,0.0,0.52,0.22,,0.04,0.83,0.84,,0.15
Doctor,51058.0,25.0,PhD,0.01,,,Low,0.53,0.73,0.09,0.53,0.29,0.97,0.86,0.73,,0.35
Customer Support,34258.0,26.0,Master's,0.33,,0.88,High,0.02,,0.02,1.0,0.12,,0.79,0.2,0.49,0.61
Truck Driver,107273.0,28.0,PhD,0.78,0.8,0.75,High,0.56,,,,0.48,,0.33,,0.54,
Nurse,,15.0,PhD,0.19,0.98,0.07,Low,0.7,0.52,0.5,0.3,0.9,0.09,0.87,0.38,,0.73
Financial Analyst,91146.0,21.0,Bachelor's,,1.18,,Medium,0.13,0.64,,0.75,0.72,0.66,0.77,0.58,0.26,0.91
Graphic Designer,,20.0,PhD,0.37,,,Medium,0.02,0.07,0.65,0.96,0.55,0.51,,0.26,0.02,
Construction Worker,89087.0,16.0,Master's,0.2,0.59,0.88,High,0.89,0.94,,0.05,0.74,0.11,,,0.73,
Chef,105692.0,0.0,PhD,,0.76,0.67,Medium,0.18,,,0.13,0.83,0.0,0.83,0.26,0.88,0.69
HR Specialist,94930.0,,High School,0.37,0.56,,Medium,0.17,0.37,0.6,0.48,0.2,,0.12,0.86,0.03,
Doctor,80852.0,,PhD,0.11,1.08,,Low,0.6,0.85,,0.8,,0.16,0.18,0.92,0.11,
Financial Analyst,135857.0,4.0,High School,0.04,0.96,0.63,Medium,0.73,0.49,0.86,0.12,0.91,0.85,0.71,0.82,0.54,0.68
AI Engineer,118816.0,24.0,Master's,0.36,1.07,0.11,Low,0.44,0.28,0.12,0.32,,0.38,,0.18,0.42,0.11
Data Scientist,73906.0,21.0,PhD,0.62,1.11,0.39,Medium,0.47,0.86,,0.02,0.65,0.05,0.98,,0.47,0.43
Research Scientist,79723.0,23.0,Master's,0.09,1.43,0.21,Low,,0.56,,0.02,0.63,,0.58,0.18,0.6,0.06
Nurse,,21.0,Master's,0.55,1.16,0.27,Low,0.85,0.98,0.98,,,0.87,0.73,,0.05,0.84
HR Specialist,,1.0,High School,0.81,0.81,0.46,Medium,,0.92,0.09,,,0.32,0.36,0.05,0.02,0.48
Doctor,,10.0,Master's,0.19,1.35,0.19,Low,0.63,,0.83,0.87,0.52,0.91,0.84,0.73,0.73,0.11
Doctor,128989.0,16.0,High School,0.07,,0.09,Low,,0.24,0.97,0.6,0.24,0.5,0.22,0.98,0.85,0.03
HR Specialist,,4.0,High School,0.72,0.58,0.57,Medium,0.65,0.22,0.76,0.09,0.49,0.01,0.97,0.75,0.16,0.34
Research Scientist,,,Bachelor's,0.77,0.56,0.26,Low,0.94,0.68,,0.36,0.48,0.6,0.67,,0.35,
Lawyer,37203.0,28.0,High School,0.47,1.28,0.32,Medium,,0.82,,0.01,0.18,0.34,0.23,0.96,0.65,0.3
Marketing Manager,,8.0,High School,,0.78,0.45,Medium,0.2,0.97,,0.9,0.35,0.86,0.05,0.98,,
UX Researcher,,3.0,PhD,0.75,1.4,,Medium,0.47,0.86,0.78,0.39,0.85,0.05,0.78,0.21,0.29,0.49
